"ISSN","COLOUR","DOI","URL","FOUND"
"2049-0801","green","10.1016/j.amsu.2015.04.003","http://europepmc.org/articles/PMC4421108","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.04.006","http://europepmc.org/articles/PMC4430706","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.04.002","http://europepmc.org/articles/PMC4434209","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.04.001","http://europepmc.org/articles/PMC4421109","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.04.020","http://europepmc.org/articles/PMC4430705","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.04.019","http://europepmc.org/articles/PMC4423716","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.04.021","http://europepmc.org/articles/PMC4434206","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.05.005","http://europepmc.org/articles/PMC4446552","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.04.026","http://europepmc.org/articles/PMC4434204","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.04.027","http://europepmc.org/articles/PMC4430704","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.05.001","http://europepmc.org/articles/PMC4436506","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.05.002","http://europepmc.org/articles/PMC4442693","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.05.003","http://europepmc.org/articles/PMC4454785","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.05.004","http://europepmc.org/articles/PMC4454786","europepmc"
"2049-0801","green","10.1016/j.amsu.2014.06.001","http://europepmc.org/articles/PMC4284450","europepmc"
"2049-0801","green","10.1016/j.amsu.2014.07.004","http://europepmc.org/articles/PMC4284447","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.09.007","http://europepmc.org/articles/PMC4614898","europepmc"
"2049-0801","green","10.1016/j.amsu.2014.11.006","http://europepmc.org/articles/PMC4381131","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.03.001","http://europepmc.org/articles/PMC4388910","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.03.003","http://europepmc.org/articles/PMC4388911","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.03.002","http://europepmc.org/articles/PMC4389207","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.03.008","http://europepmc.org/articles/PMC4398819","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.03.004","http://europepmc.org/articles/PMC4404414","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.03.005","http://europepmc.org/articles/PMC4402385","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.07.004","http://europepmc.org/articles/PMC4543083","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.07.016","http://europepmc.org/articles/PMC4624565","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.05.008","http://europepmc.org/articles/PMC4488562","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.05.009","http://europepmc.org/articles/PMC4488569","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.03.006","http://europepmc.org/articles/PMC4486463","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.08.002","http://europepmc.org/articles/PMC4572399","europepmc"
"2049-0801","green","10.1016/j.amsu.2014.07.001","http://europepmc.org/articles/PMC4284452","europepmc"
"2049-0801","green","10.1016/j.amsu.2014.03.002","http://europepmc.org/articles/PMC4268477","europepmc"
"2049-0801","green","10.1016/j.amsu.2014.03.001","http://europepmc.org/articles/PMC4268478","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.05.007","http://europepmc.org/articles/PMC4488557","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.08.004","http://europepmc.org/articles/PMC4556781","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.08.007","http://europepmc.org/articles/PMC4556812","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.07.003","http://europepmc.org/articles/PMC4624570","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.07.005","http://europepmc.org/articles/PMC4624569","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.08.003","http://europepmc.org/articles/PMC4556782","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.08.005","http://europepmc.org/articles/PMC4564386","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.08.006","http://europepmc.org/articles/PMC4556813","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.07.006","http://europepmc.org/articles/PMC4624566","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.07.007","http://europepmc.org/articles/PMC4624560","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.08.001","http://europepmc.org/articles/PMC4556780","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.07.018","http://europepmc.org/articles/PMC4539185","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.07.017","http://europepmc.org/articles/PMC4539184","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.07.019","http://europepmc.org/articles/PMC4539162","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.07.015","http://europepmc.org/articles/PMC4624563","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.07.001","http://europepmc.org/articles/PMC4513189","europepmc"
"2049-0801","green","10.1016/j.amsu.2014.09.001","http://europepmc.org/articles/PMC4284445","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.08.008","http://europepmc.org/articles/PMC4600940","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.09.001","http://europepmc.org/articles/PMC4600939","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.08.009","http://europepmc.org/articles/PMC4600942","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.09.005","http://europepmc.org/articles/PMC4602355","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.09.004","http://europepmc.org/articles/PMC4600937","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.09.003","http://europepmc.org/articles/PMC4637340","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.09.006","http://europepmc.org/articles/PMC4600938","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.09.009","http://europepmc.org/articles/PMC4602362","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.09.010","http://europepmc.org/articles/PMC4600941","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.09.011","http://europepmc.org/articles/PMC4602360","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.10.004","http://europepmc.org/articles/PMC4637338","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.10.002","http://europepmc.org/articles/PMC4610956","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.10.005","http://europepmc.org/articles/PMC4610954","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.09.008","http://europepmc.org/articles/PMC4637339","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.10.008","http://europepmc.org/articles/PMC4637341","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.10.016","http://europepmc.org/articles/PMC4652026","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.10.014","http://europepmc.org/articles/PMC4652027","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.10.012","http://europepmc.org/articles/PMC4660275","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.05.006","http://europepmc.org/articles/PMC4455911","europepmc"
"2049-0801","green","10.1016/j.amsu.2015.10.015","http://europepmc.org/articles/PMC4680082","europepmc"
"0003-4916","green","10.1016/j.aop.2014.09.011","http://europepmc.org/articles/PMC4263216","europepmc"
"0166-3542","green","10.1016/j.antiviral.2015.02.005","http://europepmc.org/articles/PMC4398321","europepmc"
"0166-3542","green","10.1016/j.antiviral.2014.06.009","http://europepmc.org/articles/PMC4149609","europepmc"
"0166-3542","green","10.1016/j.antiviral.2014.02.013","http://europepmc.org/articles/PMC4034163","europepmc"
"0166-3542","green","10.1016/j.antiviral.2014.12.018","http://europepmc.org/articles/PMC4329992","europepmc"
"0166-3542","green","10.1016/j.antiviral.2015.10.001","http://europepmc.org/articles/PMC4678293","europepmc"
"0166-3542","green","10.1016/j.antiviral.2015.10.006","http://europepmc.org/articles/PMC4678291","europepmc"
"0195-6663","green","10.1016/j.appet.2015.01.025","http://europepmc.org/articles/PMC4376393","europepmc"
"0195-6663","green","10.1016/j.appet.2015.01.010","http://europepmc.org/articles/PMC4376392","europepmc"
"0195-6663","green","10.1016/j.appet.2015.01.018","http://europepmc.org/articles/PMC4544036","europepmc"
"0195-6663","green","10.1016/j.appet.2014.11.002","http://europepmc.org/articles/PMC4286113","europepmc"
"0195-6663","green","10.1016/j.appet.2014.11.006","http://europepmc.org/articles/PMC4286116","europepmc"
"0195-6663","green","10.1016/j.appet.2015.05.022","http://europepmc.org/articles/PMC4509715","europepmc"
"0195-6663","green","10.1016/j.appet.2015.05.034","http://europepmc.org/articles/PMC4509509","europepmc"
"0195-6663","green","10.1016/j.appet.2015.04.069","http://europepmc.org/articles/PMC4509783","europepmc"
"0195-6663","green","10.1016/j.appet.2014.02.020","http://europepmc.org/articles/PMC4152876","europepmc"
"0195-6663","green","10.1016/j.appet.2015.04.004","http://europepmc.org/articles/PMC4504026","europepmc"
"0195-6663","green","10.1016/j.appet.2015.03.034","http://europepmc.org/articles/PMC4504027","europepmc"
"0195-6663","green","10.1016/j.appet.2014.08.038","http://europepmc.org/articles/PMC4217146","europepmc"
"0195-6663","green","10.1016/j.appet.2014.10.022","http://europepmc.org/articles/PMC4262578","europepmc"
