"ISSN","COLOUR","DOI","AFFILIATIONS"
"1434-8411","green","10.1016/j.aeue.2015.04.007",""
"1434-8411","green","10.1016/j.aeue.2015.05.009",""
"1434-8411","green","10.1016/j.aeue.2015.05.007",""
"1434-8411","green","10.1016/j.aeue.2015.05.008",""
"1434-8411","green","10.1016/j.aeue.2015.05.003",""
"1434-8411","green","10.1016/j.aeue.2015.04.004",""
"1434-8411","green","10.1016/j.aeue.2015.05.011",""
"1434-8411","green","10.1016/j.aeue.2015.05.006",""
"1434-8411","green","10.1016/j.aeue.2015.05.013",""
"1434-8411","green","10.1016/j.aeue.2015.05.014",""
"1434-8411","green","10.1016/j.aeue.2015.05.015",""
"1434-8411","green","10.1016/j.aeue.2015.06.001",""
"1434-8411","green","10.1016/j.aeue.2015.06.004",""
"1434-8411","green","10.1016/j.aeue.2015.05.017",""
"1434-8411","green","10.1016/j.aeue.2015.05.018",""
"1434-8411","green","10.1016/j.aeue.2015.05.020",""
"1434-8411","green","10.1016/j.aeue.2015.05.021",""
"1434-8411","green","10.1016/j.aeue.2015.05.022",""
"1434-8411","green","10.1016/j.aeue.2015.04.018",""
"1434-8411","green","10.1016/j.aeue.2015.05.001",""
"1434-8411","green","10.1016/j.aeue.2015.04.016",""
"1434-8411","green","10.1016/j.aeue.2015.05.005",""
"1434-8411","green","10.1016/j.aeue.2015.05.010",""
"1434-8411","green","10.1016/j.aeue.2014.03.011",""
"1434-8411","green","10.1016/j.aeue.2014.03.012",""
"1434-8411","green","10.1016/j.aeue.2014.03.005",""
"1434-8411","green","10.1016/j.aeue.2014.03.008",""
"1434-8411","green","10.1016/j.aeue.2014.03.007",""
"1434-8411","green","10.1016/j.aeue.2014.03.009",""
"1434-8411","green","10.1016/j.aeue.2014.03.006",""
"1434-8411","green","10.1016/j.aeue.2014.03.003",""
"1434-8411","green","10.1016/j.aeue.2014.02.002",""
"1434-8411","green","10.1016/j.aeue.2014.02.003",""
"1434-8411","green","10.1016/j.aeue.2013.12.007",""
"1434-8411","green","10.1016/j.aeue.2014.01.006",""
"1434-8411","green","10.1016/j.aeue.2014.01.007",""
"1434-8411","green","10.1016/s1434-8411(14)00036-3",""
"1434-8411","green","10.1016/s1434-8411(14)00033-8",""
"1434-8411","green","10.1016/j.aeue.2014.02.008",""
"1434-8411","green","10.1016/j.aeue.2014.02.007",""
"1434-8411","green","10.1016/j.aeue.2014.02.006",""
"1434-8411","green","10.1016/j.aeue.2014.03.001",""
"1434-8411","green","10.1016/j.aeue.2014.03.002",""
"1434-8411","green","10.1016/j.aeue.2014.02.016",""
"1434-8411","green","10.1016/j.aeue.2014.02.014",""
"1434-8411","green","10.1016/j.aeue.2014.01.001",""
"1434-8411","green","10.1016/j.aeue.2013.12.009",""
"1434-8411","green","10.1016/j.aeue.2013.12.013",""
"1434-8411","green","10.1016/j.aeue.2013.12.012",""
"1434-8411","green","10.1016/j.aeue.2014.02.011",""
"1434-8411","green","10.1016/j.aeue.2014.02.015",""
"1434-8411","green","10.1016/j.aeue.2014.02.010",""
"1434-8411","green","10.1016/j.aeue.2014.02.009",""
"1434-8411","green","10.1016/j.aeue.2014.02.013",""
"1434-8411","green","10.1016/j.aeue.2014.02.012",""
"1434-8411","green","10.1016/j.aeue.2014.02.005",""
"1434-8411","green","10.1016/j.aeue.2014.01.008",""
"1434-8411","green","10.1016/j.aeue.2014.02.001",""
"1434-8411","green","10.1016/j.aeue.2014.01.012",""
"1434-8411","green","10.1016/j.aeue.2013.09.004",""
"1434-8411","green","10.1016/j.aeue.2013.09.012",""
"1434-8411","green","10.1016/j.aeue.2013.09.005",""
"1434-8411","green","10.1016/j.aeue.2013.09.009",""
"1434-8411","green","10.1016/j.aeue.2013.09.013",""
"1434-8411","green","10.1016/j.aeue.2013.09.002",""
"1434-8411","green","10.1016/j.aeue.2013.09.001",""
"1434-8411","green","10.1016/j.aeue.2013.08.011",""
"1434-8411","green","10.1016/j.aeue.2013.08.018",""
"1434-8411","green","10.1016/j.aeue.2013.08.003",""
"1434-8411","green","10.1016/j.aeue.2013.08.015",""
"1434-8411","green","10.1016/j.aeue.2013.08.006",""
"1434-8411","green","10.1016/j.aeue.2013.08.005",""
"1434-8411","green","10.1016/j.aeue.2013.08.020",""
"1434-8411","green","10.1016/j.aeue.2013.07.011",""
"1434-8411","green","10.1016/j.aeue.2013.07.016",""
"1434-8411","green","10.1016/j.aeue.2013.07.012",""
"1434-8411","green","10.1016/j.aeue.2013.08.009",""
"1434-8411","green","10.1016/j.aeue.2013.08.007",""
"1434-8411","green","10.1016/j.aeue.2013.08.008",""
"1434-8411","green","10.1016/j.aeue.2013.08.001",""
"1434-8411","green","10.1016/j.aeue.2013.07.015",""
"1434-8411","green","10.1016/s1434-8411(14)00182-4",""
"1434-8411","green","10.1016/s1434-8411(14)00185-x",""
"1434-8411","green","10.1016/s1434-8411(14)00143-5",""
"1434-8411","green","10.1016/s1434-8411(14)00146-0",""
"1434-8411","green","10.1016/j.aeue.2014.04.007",""
"1434-8411","green","10.1016/j.aeue.2014.04.010",""
"1434-8411","green","10.1016/j.aeue.2014.04.008",""
"1434-8411","green","10.1016/s1434-8411(14)00126-5",""
"1434-8411","green","10.1016/s1434-8411(14)00123-x",""
"1434-8411","green","10.1016/j.aeue.2014.04.013",""
"1434-8411","green","10.1016/j.aeue.2014.04.014",""
"1434-8411","green","10.1016/j.aeue.2014.04.012",""
"1434-8411","green","10.1016/j.aeue.2014.04.006",""
"1434-8411","green","10.1016/j.aeue.2014.03.015",""
"1434-8411","green","10.1016/j.aeue.2014.04.009",""
"1434-8411","green","10.1016/j.aeue.2014.04.005",""
"1434-8411","green","10.1016/j.aeue.2014.04.001",""
"1434-8411","green","10.1016/j.aeue.2014.04.003",""
"1434-8411","green","10.1016/j.aeue.2014.04.004",""
"1434-8411","green","10.1016/j.aeue.2014.04.002",""
"1434-8411","green","10.1016/j.aeue.2014.03.014",""
"1434-8411","green","10.1016/j.aeue.2014.03.010",""
"1434-8411","green","10.1016/s1434-8411(14)00086-7",""
"1434-8411","green","10.1016/s1434-8411(14)00089-2",""
"1434-8411","green","10.1016/j.aeue.2014.03.013",""
"1434-8411","green","10.1016/s1434-8411(14)00066-1",""
"1434-8411","green","10.1016/s1434-8411(14)00069-7",""
"1434-8411","green","10.1016/j.aeue.2014.03.004",""
"1434-8411","green","10.1016/j.aeue.2013.11.002",""
"1434-8411","green","10.1016/j.aeue.2013.10.004",""
"1434-8411","green","10.1016/j.aeue.2013.10.003",""
"1434-8411","green","10.1016/j.aeue.2013.09.008",""
"1434-8411","green","10.1016/j.aeue.2013.09.010",""
"1434-8411","green","10.1016/j.aeue.2013.07.002",""
"1434-8411","green","10.1016/j.aeue.2013.07.001",""
"1434-8411","green","10.1016/j.aeue.2013.06.012",""
"1434-8411","green","10.1016/j.aeue.2013.10.002",""
"1434-8411","green","10.1016/j.aeue.2013.09.006",""
"1434-8411","green","10.1016/j.aeue.2013.09.007",""
"1434-8411","green","10.1016/j.aeue.2013.10.001",""
"1434-8411","green","10.1016/j.aeue.2013.09.003",""
"1434-8411","green","10.1016/j.aeue.2013.09.011",""
"1434-8411","green","10.1016/j.aeue.2015.07.018",""
"1434-8411","green","10.1016/j.aeue.2015.08.011",""
"1434-8411","green","10.1016/j.aeue.2015.08.016",""
"1434-8411","green","10.1016/j.aeue.2015.09.004",""
"1434-8411","green","10.1016/j.aeue.2015.08.013",""
"1434-8411","green","10.1016/j.aeue.2015.09.002",""
"1434-8411","green","10.1016/j.aeue.2015.09.007",""
"1434-8411","green","10.1016/j.aeue.2015.08.012",""
"1434-8411","green","10.1016/j.aeue.2015.09.008",""
"1434-8411","green","10.1016/j.aeue.2015.09.012",""
"1434-8411","green","10.1016/j.aeue.2015.09.005",""
"1434-8411","green","10.1016/j.aeue.2015.09.015",""
"1434-8411","green","10.1016/j.aeue.2015.09.016",""
"1434-8411","green","10.1016/j.aeue.2015.09.003",""
"1434-8411","green","10.1016/j.aeue.2015.09.001",""
"1434-8411","green","10.1016/j.aeue.2015.09.011",""
"1434-8411","green","10.1016/j.aeue.2015.09.009",""
"1434-8411","green","10.1016/j.aeue.2015.08.005",""
"1434-8411","green","10.1016/j.aeue.2015.08.015",""
"1434-8411","green","10.1016/j.aeue.2015.09.013",""
"1434-8411","green","10.1016/s1434-8411(15)00294-0",""
"1434-8411","green","10.1016/s1434-8411(15)00297-6",""
"1434-8411","green","10.1016/j.aeue.2015.04.010",""
"1434-8411","green","10.1016/j.aeue.2015.04.015",""
"1434-8411","green","10.1016/s1434-8411(15)00151-x",""
"1434-8411","green","10.1016/s1434-8411(15)00154-5",""
"1434-8411","green","10.1016/j.aeue.2015.04.003",""
"1434-8411","green","10.1016/j.aeue.2015.04.012",""
"1434-8411","green","10.1016/j.aeue.2015.04.013",""
"1434-8411","green","10.1016/j.aeue.2015.04.014",""
"1434-8411","green","10.1016/j.aeue.2015.04.006",""
"1434-8411","green","10.1016/j.aeue.2015.04.009",""
"1434-8411","green","10.1016/j.aeue.2015.04.017",""
"1434-8411","green","10.1016/j.aeue.2015.04.005",""
"1434-8411","green","10.1016/j.aeue.2015.04.008",""
"1434-8411","green","10.1016/j.aeue.2015.03.004",""
"1434-8411","green","10.1016/j.aeue.2015.03.005",""
"1434-8411","green","10.1016/j.aeue.2015.03.003",""
"1434-8411","green","10.1016/j.aeue.2015.03.001",""
"1434-8411","green","10.1016/j.aeue.2015.03.007",""
"1434-8411","green","10.1016/j.aeue.2015.03.008",""
"1434-8411","green","10.1016/j.aeue.2015.04.001",""
"1434-8411","green","10.1016/j.aeue.2015.03.009",""
"1434-8411","green","10.1016/j.aeue.2015.04.002",""
"1434-8411","green","10.1016/j.aeue.2015.03.006",""
"1434-8411","green","10.1016/j.aeue.2015.02.013",""
"1434-8411","green","10.1016/j.aeue.2015.02.014",""
"1434-8411","green","10.1016/s1434-8411(15)00124-7",""
"1434-8411","green","10.1016/s1434-8411(15)00121-1",""
"1434-8411","green","10.1016/j.aeue.2015.06.002",""
"1434-8411","green","10.1016/j.aeue.2015.06.006",""
"1434-8411","green","10.1016/j.aeue.2015.06.007",""
"1434-8411","green","10.1016/j.aeue.2015.06.003",""
"1434-8411","green","10.1016/j.aeue.2015.05.016",""
"1434-8411","green","10.1016/j.aeue.2015.05.012",""
"1434-8411","green","10.1016/j.aeue.2015.05.019",""
"1434-8411","green","10.1016/j.aeue.2015.06.010",""
"1434-8411","green","10.1016/j.aeue.2015.06.009",""
"1434-8411","green","10.1016/j.aeue.2015.06.011",""
"1434-8411","green","10.1016/j.aeue.2015.06.008",""
"1434-8411","green","10.1016/j.aeue.2015.06.012",""
"1434-8411","green","10.1016/j.aeue.2015.06.016",""
"1434-8411","green","10.1016/j.aeue.2015.06.014",""
"1434-8411","green","10.1016/s1434-8411(15)00032-1",""
"1434-8411","green","10.1016/s1434-8411(15)00035-7",""
"1434-8411","green","10.1016/j.aeue.2014.12.014",""
"1434-8411","green","10.1016/j.aeue.2014.12.015",""
"1434-8411","green","10.1016/j.aeue.2014.12.011",""
"1434-8411","green","10.1016/j.aeue.2014.12.007",""
"1434-8411","green","10.1016/j.aeue.2015.01.008",""
"1434-8411","green","10.1016/j.aeue.2015.01.009",""
"1434-8411","green","10.1016/j.aeue.2015.01.007",""
"1434-8411","green","10.1016/j.aeue.2015.01.004",""
"1434-8411","green","10.1016/j.aeue.2014.12.008",""
"1434-8411","green","10.1016/j.aeue.2015.01.003",""
"1434-8411","green","10.1016/j.aeue.2015.01.001",""
"1434-8411","green","10.1016/j.aeue.2014.12.010",""
"1434-8411","green","10.1016/j.aeue.2014.12.013",""
"1434-8411","green","10.1016/j.aeue.2014.07.003",""
"1434-8411","green","10.1016/j.aeue.2014.05.010",""
"1434-8411","green","10.1016/j.aeue.2014.05.015",""
"1434-8411","green","10.1016/j.aeue.2014.06.004",""
"1434-8411","green","10.1016/j.aeue.2014.09.018",""
"1434-8411","green","10.1016/j.aeue.2014.10.008",""
"1434-8411","green","10.1016/j.aeue.2014.07.011",""
"1434-8411","green","10.1016/j.aeue.2014.12.002",""
"1434-8411","green","10.1016/j.aeue.2015.11.007",""
"1434-8411","green","10.1016/j.aeue.2015.08.008",""
"1434-8411","green","10.1016/j.aeue.2015.10.003",""
"1434-8411","green","10.1016/j.aeue.2015.08.014",""
"1434-8411","green","10.1016/j.aeue.2015.09.017",""
"1434-8411","green","10.1016/j.aeue.2015.09.019",""
"1434-8411","green","10.1016/j.aeue.2015.08.010",""
"1434-8411","green","10.1016/j.aeue.2015.10.008",""
"1434-8411","green","10.1016/j.aeue.2015.09.010",""
"1434-8411","green","10.1016/j.aeue.2015.10.010",""
"1434-8411","green","10.1016/j.aeue.2015.09.014",""
"1434-8411","green","10.1016/j.aeue.2015.09.020",""
"1434-8411","green","10.1016/j.aeue.2015.09.006",""
"1434-8411","green","10.1016/j.aeue.2015.09.018",""
"1434-8411","green","10.1016/j.aeue.2015.10.004",""
"1434-8411","green","10.1016/j.aeue.2015.10.006",""
"1434-8411","green","10.1016/j.aeue.2015.10.001",""
"1434-8411","green","10.1016/s1434-8411(15)00315-5",""
"1434-8411","green","10.1016/s1434-8411(15)00318-0",""
"1434-8411","green","10.1016/j.aeue.2015.07.001",""
"1434-8411","green","10.1016/j.aeue.2015.07.004",""
"1434-8411","green","10.1016/j.aeue.2015.07.002",""
"1434-8411","green","10.1016/j.aeue.2015.07.005",""
"1434-8411","green","10.1016/j.aeue.2015.07.003",""
"1434-8411","green","10.1016/j.aeue.2015.06.013",""
"1434-8411","green","10.1016/s1434-8411(15)00222-8",""
"1434-8411","green","10.1016/s1434-8411(15)00225-3",""
"1434-8411","green","10.1016/j.aeue.2014.05.002",""
"1434-8411","green","10.1016/j.aeue.2014.05.006",""
"1434-8411","green","10.1016/j.aeue.2014.05.007",""
"1434-8411","green","10.1016/j.aeue.2014.05.009",""
"1434-8411","green","10.1016/j.aeue.2014.05.011",""
"1434-8411","green","10.1016/j.aeue.2014.05.005",""
"1434-8411","green","10.1016/j.aeue.2014.05.016",""
"1434-8411","green","10.1016/j.aeue.2014.05.018",""
"1434-8411","green","10.1016/j.aeue.2014.05.013",""
"1434-8411","green","10.1016/j.aeue.2014.05.017",""
"1434-8411","green","10.1016/j.aeue.2014.05.008",""
"1434-8411","green","10.1016/j.aeue.2014.06.001",""
"1434-8411","green","10.1016/j.aeue.2014.05.012",""
"1434-8411","green","10.1016/j.aeue.2014.06.003",""
"1434-8411","green","10.1016/s1434-8411(14)00344-6",""
"1434-8411","green","10.1016/s1434-8411(14)00347-1",""
"1434-8411","green","10.1016/j.aeue.2014.07.004",""
"1434-8411","green","10.1016/j.aeue.2014.07.005",""
"1434-8411","green","10.1016/j.aeue.2014.06.002",""
"1434-8411","green","10.1016/j.aeue.2014.06.005",""
"1434-8411","green","10.1016/j.aeue.2014.06.006",""
"1434-8411","green","10.1016/j.aeue.2014.06.007",""
"1434-8411","green","10.1016/j.aeue.2014.06.008",""
"1434-8411","green","10.1016/j.aeue.2014.06.009",""
"1434-8411","green","10.1016/j.aeue.2014.06.011",""
"1434-8411","green","10.1016/j.aeue.2014.07.001",""
"1434-8411","green","10.1016/j.aeue.2014.07.002",""
"1434-8411","green","10.1016/j.aeue.2014.07.006",""
"1434-8411","green","10.1016/j.aeue.2014.06.010",""
"1434-8411","green","10.1016/j.aeue.2014.07.007",""
"1434-8411","green","10.1016/j.aeue.2014.06.012",""
"1434-8411","green","10.1016/s1434-8411(14)00273-8",""
"1434-8411","green","10.1016/s1434-8411(14)00276-3",""
"1434-8411","green","10.1016/s1434-8411(14)00240-4",""
"1434-8411","green","10.1016/s1434-8411(14)00243-x",""
"1434-8411","green","10.1016/j.aeue.2014.10.016",""
"1434-8411","green","10.1016/j.aeue.2014.10.015",""
"1434-8411","green","10.1016/j.aeue.2014.10.017",""
"1434-8411","green","10.1016/j.aeue.2014.10.012",""
"1434-8411","green","10.1016/j.aeue.2014.10.019",""
"1434-8411","green","10.1016/j.aeue.2014.10.020",""
"1434-8411","green","10.1016/j.aeue.2014.08.008",""
"1434-8411","green","10.1016/j.aeue.2014.10.018",""
"1434-8411","green","10.1016/j.aeue.2014.10.023",""
"1434-8411","green","10.1016/j.aeue.2014.11.002",""
"1434-8411","green","10.1016/s1434-8411(14)00314-8",""
"1434-8411","green","10.1016/s1434-8411(14)00317-3",""
"1434-8411","green","10.1016/j.aeue.2014.07.022",""
"1434-8411","green","10.1016/j.aeue.2014.08.004",""
"1434-8411","green","10.1016/j.aeue.2014.08.005",""
"1434-8411","green","10.1016/j.aeue.2014.08.003",""
"1434-8411","green","10.1016/j.aeue.2014.08.006",""
"1434-8411","green","10.1016/j.aeue.2014.08.007",""
"1434-8411","green","10.1016/j.aeue.2014.08.011",""
"1434-8411","green","10.1016/j.aeue.2014.08.009",""
"1434-8411","green","10.1016/j.aeue.2014.08.012",""
"1434-8411","green","10.1016/j.aeue.2014.07.014",""
"1434-8411","green","10.1016/j.aeue.2014.07.010",""
"1434-8411","green","10.1016/j.aeue.2014.07.015",""
"1434-8411","green","10.1016/j.aeue.2014.07.013",""
"1434-8411","green","10.1016/j.aeue.2014.07.018",""
"1434-8411","green","10.1016/j.aeue.2014.07.017",""
"1434-8411","green","10.1016/j.aeue.2014.07.012",""
"1434-8411","green","10.1016/j.aeue.2014.07.019",""
"1434-8411","green","10.1016/j.aeue.2014.07.020",""
"1434-8411","green","10.1016/j.aeue.2014.07.021",""
"1434-8411","green","10.1016/j.aeue.2014.07.023",""
"1434-8411","green","10.1016/j.aeue.2014.08.001",""
"1434-8411","green","10.1016/j.aeue.2014.08.002",""
"1434-8411","green","10.1016/j.aeue.2014.08.013",""
"1434-8411","green","10.1016/j.aeue.2014.08.010",""
"1434-8411","green","10.1016/j.aeue.2014.09.003",""
"1434-8411","green","10.1016/j.aeue.2014.09.006",""
"1434-8411","green","10.1016/j.aeue.2014.09.007",""
"1434-8411","green","10.1016/j.aeue.2014.09.009",""
"1434-8411","green","10.1016/j.aeue.2014.09.010",""
"1434-8411","green","10.1016/j.aeue.2014.09.013",""
"1434-8411","green","10.1016/j.aeue.2014.09.015",""
"1434-8411","green","10.1016/j.aeue.2014.09.001",""
"1434-8411","green","10.1016/j.aeue.2014.09.008",""
"1434-8411","green","10.1016/j.aeue.2014.09.005",""
"1434-8411","green","10.1016/j.aeue.2014.09.004",""
"1434-8411","green","10.1016/j.aeue.2014.09.014",""
"1434-8411","green","10.1016/j.aeue.2014.09.012",""
"1434-8411","green","10.1016/j.aeue.2014.09.011",""
"1434-8411","green","10.1016/j.aeue.2014.09.016",""
"1434-8411","green","10.1016/j.aeue.2014.10.009",""
"1434-8411","green","10.1016/j.aeue.2014.10.003",""
"1434-8411","green","10.1016/j.aeue.2014.10.001",""
"1434-8411","green","10.1016/j.aeue.2014.09.017",""
"1434-8411","green","10.1016/j.aeue.2014.10.005",""
"1434-8411","green","10.1016/j.aeue.2014.10.010",""
"1434-8411","green","10.1016/j.aeue.2014.10.004",""
"1434-8411","green","10.1016/j.aeue.2014.10.006",""
"1434-8411","green","10.1016/j.aeue.2014.10.013",""
"1434-8411","green","10.1016/j.aeue.2014.07.009",""
"1434-8411","green","10.1016/j.aeue.2014.07.008",""
"1434-8411","green","10.1016/j.aeue.2014.10.011",""
"1434-8411","green","10.1016/j.aeue.2014.10.014",""
"1434-8411","green","10.1016/j.aeue.2014.10.022",""
"1434-8411","green","10.1016/j.aeue.2014.10.007",""
"1434-8411","green","10.1016/j.aeue.2014.10.021",""
"1434-8411","green","10.1016/j.aeue.2014.11.001",""
"1434-8411","green","10.1016/j.aeue.2014.09.002",""
"1434-8411","green","10.1016/j.aeue.2014.11.004",""
"1434-8411","green","10.1016/j.aeue.2014.11.005",""
"1434-8411","green","10.1016/j.aeue.2014.11.007",""
"1434-8411","green","10.1016/j.aeue.2014.11.009",""
"1434-8411","green","10.1016/j.aeue.2014.11.008",""
"1434-8411","green","10.1016/j.aeue.2014.11.010",""
"1434-8411","green","10.1016/j.aeue.2014.11.011",""
"1434-8411","green","10.1016/j.aeue.2014.11.012",""
"1434-8411","green","10.1016/j.aeue.2014.11.006",""
"1434-8411","green","10.1016/j.aeue.2014.10.002",""
"1434-8411","green","10.1016/j.aeue.2013.07.005",""
"1434-8411","green","10.1016/j.aeue.2013.07.008",""
"1434-8411","green","10.1016/j.aeue.2013.07.004",""
"1434-8411","green","10.1016/j.aeue.2013.07.003",""
"1434-8411","green","10.1016/j.aeue.2013.07.009",""
"1434-8411","green","10.1016/j.aeue.2013.07.010",""
"1434-8411","green","10.1016/j.aeue.2013.07.006",""
"1434-8411","green","10.1016/j.aeue.2013.07.014",""
"1434-8411","green","10.1016/j.aeue.2013.07.013",""
"1434-8411","green","10.1016/j.aeue.2013.07.007",""
"1434-8411","green","10.1016/j.aeue.2015.11.004",""
"1434-8411","green","10.1016/j.aeue.2015.11.011",""
"1434-8411","green","10.1016/s1434-8411(15)30023-6",""
"1434-8411","green","10.1016/s1434-8411(15)30020-0",""
"1434-8411","green","10.1016/j.aeue.2015.10.002",""
"1434-8411","green","10.1016/j.aeue.2015.10.011",""
"1434-8411","green","10.1016/j.aeue.2015.10.009",""
"1434-8411","green","10.1016/j.aeue.2015.11.001",""
"1434-8411","green","10.1016/j.aeue.2015.11.002",""
"1434-8411","green","10.1016/j.aeue.2015.11.003",""
"1434-8411","green","10.1016/j.aeue.2015.10.005",""
"1434-8411","green","10.1016/j.aeue.2015.10.007",""
"1434-8411","green","10.1016/j.aeue.2015.12.012",""
"1434-8411","green","10.1016/j.aeue.2015.12.019",""
"1434-8411","green","10.1016/j.aeue.2015.12.017",""
"1434-8411","green","10.1016/j.aeue.2016.01.001",""
"1434-8411","green","10.1016/j.aeue.2016.01.006",""
"1434-8411","green","10.1016/j.aeue.2015.12.010",""
"1434-8411","green","10.1016/j.aeue.2015.12.014",""
"1434-8411","green","10.1016/j.aeue.2015.12.004",""
"1434-8411","green","10.1016/j.aeue.2015.12.001",""
"1434-8411","green","10.1016/j.aeue.2015.12.015",""
"1434-8411","green","10.1016/j.aeue.2015.12.011",""
"1434-8411","green","10.1016/j.aeue.2015.12.018",""
"1434-8411","green","10.1016/j.aeue.2015.12.013",""
"1434-8411","green","10.1016/j.aeue.2015.12.016",""
"1434-8411","green","10.1016/j.aeue.2015.12.002",""
"1434-8411","green","10.1016/s1434-8411(16)30015-2",""
"1434-8411","green","10.1016/s1434-8411(16)30012-7",""
"1434-8411","green","10.1016/j.aeue.2015.11.005",""
"1434-8411","green","10.1016/j.aeue.2015.11.009",""
"1434-8411","green","10.1016/j.aeue.2015.11.008",""
"1434-8411","green","10.1016/j.aeue.2015.12.005",""
"1434-8411","green","10.1016/j.aeue.2015.12.006",""
"1434-8411","green","10.1016/j.aeue.2015.12.003",""
"1434-8411","green","10.1016/j.aeue.2015.11.010",""
"1434-8411","green","10.1016/j.aeue.2015.11.006",""
"1434-8411","green","10.1016/j.aeue.2015.12.009",""
"1434-8411","green","10.1016/j.aeue.2015.12.008",""
"1434-8411","green","10.1016/j.aeue.2016.01.008",""
"1434-8411","green","10.1016/j.aeue.2016.01.010",""
"1434-8411","green","10.1016/j.aeue.2015.12.020",""
"1434-8411","green","10.1016/j.aeue.2016.01.003",""
"1434-8411","green","10.1016/j.aeue.2016.01.007",""
"1434-8411","green","10.1016/s1434-8411(13)00305-1",""
"1434-8411","green","10.1016/s1434-8411(13)00308-7",""
"1434-8411","green","10.1016/j.aeue.2016.01.009",""
"1434-8411","green","10.1016/s1434-8411(13)00270-7",""
"1434-8411","green","10.1016/s1434-8411(13)00273-2",""
"1434-8411","green","10.1016/j.aeue.2016.01.002",""
"2211-419X","green","10.1016/j.afjem.2014.05.004",""
"2211-419X","green","10.1016/j.afjem.2014.10.005",""
"2211-419X","green","10.1016/j.afjem.2015.01.006",""
"2211-419X","green","10.1016/j.afjem.2015.03.001",""
"2211-419X","green","10.1016/j.afjem.2015.02.002",""
"2211-419X","green","10.1016/j.afjem.2015.06.001",""
"2211-419X","green","10.1016/j.afjem.2015.06.002",""
"2211-419X","green","10.1016/j.afjem.2015.07.001",""
"2211-419X","green","10.1016/j.afjem.2015.09.001",""
"2211-419X","green","10.1016/j.afjem.2015.06.005",""
"2211-419X","green","10.1016/j.afjem.2014.08.003",""
"2211-419X","green","10.1016/j.afjem.2014.07.006",""
"2211-419X","green","10.1016/j.afjem.2015.06.003",""
"2211-419X","green","10.1016/j.afjem.2015.04.001",""
"2211-419X","green","10.1016/j.afjem.2015.04.002",""
"2211-419X","green","10.1016/j.afjem.2015.01.004",""
"2211-419X","green","10.1016/j.afjem.2015.01.005",""
"2211-419X","green","10.1016/j.afjem.2015.02.001",""
"2211-419X","green","10.1016/j.afjem.2014.12.001",""
"2211-419X","green","10.1016/j.afjem.2014.07.007",""
"2211-419X","green","10.1016/j.afjem.2014.07.003",""
"2211-419X","green","10.1016/j.afjem.2014.08.002",""
"2211-419X","green","10.1016/j.afjem.2014.08.001",""
"2211-419X","green","10.1016/j.afjem.2014.05.006",""
"2211-419X","green","10.1016/j.afjem.2014.06.003",""
"2211-419X","green","10.1016/j.afjem.2014.05.007",""
"2211-419X","green","10.1016/j.afjem.2014.06.002",""
"2211-419X","green","10.1016/j.afjem.2014.10.001",""
"2211-419X","green","10.1016/j.afjem.2014.10.002",""
"2211-419X","green","10.1016/j.afjem.2014.07.009",""
"2211-419X","green","10.1016/j.afjem.2014.07.010",""
"2211-419X","green","10.1016/j.afjem.2014.09.001",""
"2211-419X","green","10.1016/j.afjem.2014.10.006",""
"2211-419X","green","10.1016/j.afjem.2014.10.007",""
"2211-419X","green","10.1016/j.afjem.2014.09.002",""
"2211-419X","green","10.1016/j.afjem.2014.09.003",""
"2211-419X","green","10.1016/j.afjem.2014.10.008",""
"2211-419X","green","10.1016/j.afjem.2014.10.009",""
"2211-419X","green","10.1016/j.afjem.2014.11.002",""
"2211-419X","green","10.1016/j.afjem.2014.10.010",""
"2211-419X","green","10.1016/j.afjem.2014.11.001",""
"2211-419X","green","10.1016/j.afjem.2015.01.001",""
"2211-419X","green","10.1016/j.afjem.2015.01.002",""
"2211-419X","green","10.1016/j.afjem.2015.01.003",""
"2211-419X","green","10.1016/j.afjem.2015.04.003",""
"2211-419X","green","10.1016/j.afjem.2013.12.003",""
"2211-419X","green","10.1016/j.afjem.2013.11.002",""
"2211-419X","green","10.1016/j.afjem.2013.11.003",""
"2211-419X","green","10.1016/j.afjem.2013.10.001",""
"2211-419X","green","10.1016/j.afjem.2013.11.005",""
"2211-419X","green","10.1016/j.afjem.2013.12.004",""
"2211-419X","green","10.1016/j.afjem.2014.01.006",""
"2211-419X","green","10.1016/j.afjem.2014.01.005",""
"2211-419X","green","10.1016/j.afjem.2014.02.003",""
"2211-419X","green","10.1016/j.afjem.2014.02.004",""
"2211-419X","green","10.1016/j.afjem.2014.02.002",""
"2211-419X","green","10.1016/j.afjem.2014.05.001",""
"2211-419X","green","10.1016/j.afjem.2014.03.003",""
"2211-419X","green","10.1016/j.afjem.2014.05.002",""
"2211-419X","green","10.1016/j.afjem.2014.04.002",""
"2211-419X","green","10.1016/j.afjem.2014.05.005",""
"2211-419X","green","10.1016/j.afjem.2014.07.002",""
"2211-419X","green","10.1016/j.afjem.2014.06.001",""
"2211-419X","green","10.1016/j.afjem.2014.07.005",""
"2211-419X","green","10.1016/j.afjem.2014.07.001",""
"2211-419X","green","10.1016/j.afjem.2014.05.003",""
"2211-419X","green","10.1016/j.afjem.2014.02.005",""
"2211-419X","green","10.1016/j.afjem.2014.07.004",""
"2211-419X","green","10.1016/j.afjem.2012.09.008",""
"2211-419X","green","10.1016/j.afjem.2013.01.005",""
