"ISSN","COLOUR","DOI","AFFILIATIONS"
"0003-2670","green","10.1016/j.aca.2015.11.022",""
"0003-2670","green","10.1016/j.aca.2015.11.006",""
"0003-2670","green","10.1016/j.aca.2015.11.012",""
"0003-2670","green","10.1016/j.aca.2015.11.028",""
"0003-2670","green","10.1016/j.aca.2015.11.030",""
"0003-2670","green","10.1016/j.aca.2015.11.010",""
"0003-2670","green","10.1016/j.aca.2015.11.034",""
"0003-2670","green","10.1016/s0003-2670(15)30004-0",""
"0003-2670","green","10.1016/s0003-2670(15)30064-7",""
"0003-2670","green","10.1016/j.aca.2014.07.045",""
"0003-2670","green","10.1016/j.aca.2014.07.021",""
"0003-2670","green","10.1016/j.aca.2014.07.030",""
"0003-2670","green","10.1016/j.aca.2014.07.027",""
"0003-2670","green","10.1016/j.aca.2014.07.034",""
"0003-2670","green","10.1016/j.aca.2014.07.028",""
"0003-2670","green","10.1016/j.aca.2014.06.036",""
"0003-2670","green","10.1016/j.aca.2014.06.038",""
"0003-2670","green","10.1016/j.aca.2014.06.041",""
"0003-2670","green","10.1016/j.aca.2014.06.052",""
"0003-2670","green","10.1016/j.aca.2014.07.003",""
"0003-2670","green","10.1016/j.aca.2015.06.006",""
"0003-2670","green","10.1016/j.aca.2015.06.008",""
"0003-2670","green","10.1016/j.aca.2015.05.043",""
"0003-2670","green","10.1016/j.aca.2015.06.020",""
"0003-2670","green","10.1016/j.aca.2015.05.054",""
"0003-2670","green","10.1016/j.aca.2015.04.042",""
"0003-2670","green","10.1016/j.aca.2015.05.032",""
"0003-2670","green","10.1016/j.aca.2015.06.034",""
"0003-2670","green","10.1016/j.aca.2015.06.048",""
"0003-2670","green","10.1016/j.aca.2015.06.043",""
"0003-2670","green","10.1016/j.aca.2015.06.032",""
"0003-2670","green","10.1016/j.aca.2015.07.031",""
"0003-2670","green","10.1016/j.aca.2015.07.032",""
"0003-2670","green","10.1016/j.aca.2015.07.053",""
"0003-2670","green","10.1016/j.aca.2015.07.058",""
"0003-2670","green","10.1016/j.aca.2015.06.049",""
"0003-2670","green","10.1016/j.aca.2015.08.002",""
"0003-2670","green","10.1016/j.aca.2015.07.046",""
"0003-2670","green","10.1016/j.aca.2015.07.043",""
"0003-2670","green","10.1016/j.aca.2015.06.030",""
"0003-2670","green","10.1016/j.aca.2015.07.055",""
"0003-2670","green","10.1016/j.aca.2015.07.059",""
"0003-2670","green","10.1016/j.aca.2015.07.019",""
"0003-2670","green","10.1016/j.aca.2015.08.014",""
"0003-2670","green","10.1016/j.aca.2015.08.005",""
"0003-2670","green","10.1016/j.aca.2015.08.016",""
"0003-2670","green","10.1016/s0003-2670(15)01071-5",""
"0003-2670","green","10.1016/s0003-2670(15)01093-4",""
"0003-2670","green","10.1016/j.aca.2015.02.012",""
"0003-2670","green","10.1016/j.aca.2015.02.041",""
"0003-2670","green","10.1016/j.aca.2014.08.006",""
"0003-2670","green","10.1016/j.aca.2014.07.037",""
"0003-2670","green","10.1016/j.aca.2014.08.001",""
"0003-2670","green","10.1016/j.aca.2014.06.054",""
"0003-2670","green","10.1016/j.aca.2014.07.006",""
"0003-2670","green","10.1016/j.aca.2014.07.005",""
"0003-2670","green","10.1016/j.aca.2014.07.009",""
"0003-2670","green","10.1016/j.aca.2014.07.011",""
"0003-2670","green","10.1016/j.aca.2014.07.019",""
"0003-2670","green","10.1016/j.aca.2015.12.002",""
"0003-2670","green","10.1016/j.aca.2014.08.033",""
"0003-2670","green","10.1016/j.aca.2014.08.040",""
"0003-2670","green","10.1016/j.aca.2014.08.049",""
"0003-2670","green","10.1016/j.aca.2014.08.048",""
"0003-2670","green","10.1016/s0003-2670(15)01326-4",""
"0003-2670","green","10.1016/j.aca.2015.10.001",""
"0003-2670","green","10.1016/j.aca.2015.10.012",""
"0003-2670","green","10.1016/j.aca.2015.10.023",""
"0003-2670","green","10.1016/j.aca.2015.10.015",""
"0003-2670","green","10.1016/j.aca.2015.10.014",""
"0003-2670","green","10.1016/j.aca.2015.10.016",""
"0003-2670","green","10.1016/j.aca.2015.10.019",""
"0003-2670","green","10.1016/j.aca.2015.10.021",""
"0003-2670","green","10.1016/j.aca.2015.10.018",""
"0003-2670","green","10.1016/j.aca.2015.10.024",""
"0003-2670","green","10.1016/j.aca.2015.09.011",""
"0003-2670","green","10.1016/j.aca.2015.09.019",""
"0003-2670","green","10.1016/j.aca.2015.09.015",""
"0003-2670","green","10.1016/j.aca.2015.09.021",""
"0003-2670","green","10.1016/j.aca.2015.09.020",""
"0003-2670","green","10.1016/j.aca.2015.09.022",""
"0003-2670","green","10.1016/j.aca.2015.09.024",""
"0003-2670","green","10.1016/j.aca.2015.09.027",""
"0003-2670","green","10.1016/j.aca.2015.10.029",""
"0003-2670","green","10.1016/j.aca.2015.10.031",""
"0003-2670","green","10.1016/j.aca.2015.10.033",""
"0003-2670","green","10.1016/j.aca.2015.10.037",""
"0003-2670","green","10.1016/j.aca.2015.10.035",""
"0003-2670","green","10.1016/j.aca.2015.10.036",""
"0003-2670","green","10.1016/j.aca.2015.10.030",""
"0003-2670","green","10.1016/j.aca.2015.10.039",""
"0003-2670","green","10.1016/j.aca.2015.10.028",""
"0003-2670","green","10.1016/j.aca.2015.10.042",""
"0003-2670","green","10.1016/j.aca.2015.10.043",""
"0003-2670","green","10.1016/j.aca.2015.10.034",""
"0003-2670","green","10.1016/j.aca.2015.10.017",""
"0003-2670","green","10.1016/j.aca.2015.10.032",""
"0003-2670","green","10.1016/j.aca.2015.11.004",""
"0003-2670","green","10.1016/j.aca.2015.11.003",""
"0003-2670","green","10.1016/j.aca.2015.10.038",""
"0003-2670","green","10.1016/j.aca.2015.11.002",""
"0003-2670","green","10.1016/j.aca.2015.11.014",""
"0003-2670","green","10.1016/j.aca.2015.11.005",""
"0003-2670","green","10.1016/j.aca.2015.11.011",""
"0003-2670","green","10.1016/j.aca.2015.11.018",""
"0003-2670","green","10.1016/j.aca.2015.11.007",""
"0003-2670","green","10.1016/j.aca.2015.11.013",""
"0003-2670","green","10.1016/j.aca.2015.11.017",""
"0003-2670","green","10.1016/j.aca.2015.08.043",""
"0003-2670","green","10.1016/j.aca.2015.09.007",""
"0003-2670","green","10.1016/j.aca.2015.09.004",""
"0003-2670","green","10.1016/j.aca.2015.08.055",""
"0003-2670","green","10.1016/j.aca.2015.09.002",""
"0003-2670","green","10.1016/j.aca.2015.09.003",""
"0003-2670","green","10.1016/j.aca.2015.09.006",""
"0003-2670","green","10.1016/j.aca.2015.09.008",""
"0003-2670","green","10.1016/j.aca.2015.02.059",""
"0003-2670","green","10.1016/j.aca.2015.04.056",""
"0003-2670","green","10.1016/j.aca.2015.05.005",""
"0003-2670","green","10.1016/j.aca.2015.04.008",""
"0003-2670","green","10.1016/j.aca.2015.04.005",""
"0003-2670","green","10.1016/j.aca.2015.04.035",""
"0003-2670","green","10.1016/j.aca.2015.04.006",""
"0003-2670","green","10.1016/j.aca.2015.04.003",""
"0003-2670","green","10.1016/j.aca.2015.04.043",""
"0003-2670","green","10.1016/j.aca.2015.04.049",""
"0003-2670","green","10.1016/j.aca.2015.04.021",""
"0003-2670","green","10.1016/j.aca.2015.09.029",""
"0003-2670","green","10.1016/j.aca.2015.09.026",""
"0003-2670","green","10.1016/j.aca.2015.09.025",""
"0003-2670","green","10.1016/j.aca.2015.09.035",""
"0003-2670","green","10.1016/j.aca.2015.09.045",""
"0003-2670","green","10.1016/j.aca.2015.09.037",""
"0003-2670","green","10.1016/j.aca.2015.09.034",""
"0003-2670","green","10.1016/j.aca.2015.09.046",""
"0003-2670","green","10.1016/s0003-2670(15)01248-9",""
"0003-2670","green","10.1016/j.aca.2015.06.016",""
"0003-2670","green","10.1016/j.aca.2015.07.009",""
"0003-2670","green","10.1016/j.aca.2015.09.016",""
"0003-2670","green","10.1016/j.aca.2015.03.030",""
"0003-2670","green","10.1016/j.aca.2015.09.031",""
"0003-2670","green","10.1016/j.aca.2015.09.032",""
"0003-2670","green","10.1016/j.aca.2015.09.047",""
"0003-2670","green","10.1016/j.aca.2015.09.056",""
"0003-2670","green","10.1016/j.aca.2015.09.036",""
"0003-2670","green","10.1016/s0003-2670(14)00993-3",""
"0003-2670","green","10.1016/j.aca.2014.06.046",""
"0003-2670","green","10.1016/s0003-2670(14)01065-4",""
"0003-2670","green","10.1016/j.aca.2014.07.017",""
"0003-2670","green","10.1016/j.aca.2014.07.018",""
"0003-2670","green","10.1016/s0003-2670(14)01083-6",""
"0003-2670","green","10.1016/j.aca.2014.05.049",""
"0003-2670","green","10.1016/j.aca.2014.06.014",""
"0003-2670","green","10.1016/j.aca.2014.06.012",""
"0003-2670","green","10.1016/j.aca.2014.06.025",""
"0003-2670","green","10.1016/j.aca.2014.08.008",""
"0003-2670","green","10.1016/j.aca.2014.07.036",""
"0003-2670","green","10.1016/j.aca.2014.07.044",""
"0003-2670","green","10.1016/j.aca.2014.07.026",""
"0003-2670","green","10.1016/s0003-2670(14)01039-3",""
"0003-2670","green","10.1016/j.aca.2014.08.046",""
"0003-2670","green","10.1016/j.aca.2014.07.041",""
"0003-2670","green","10.1016/j.aca.2014.07.043",""
"0003-2670","green","10.1016/j.aca.2014.07.032",""
"0003-2670","green","10.1016/j.aca.2014.07.038",""
"0003-2670","green","10.1016/j.aca.2014.05.055",""
"0003-2670","green","10.1016/j.aca.2014.06.007",""
"0003-2670","green","10.1016/j.aca.2014.12.021",""
"0003-2670","green","10.1016/j.aca.2014.09.004",""
"0003-2670","green","10.1016/j.aca.2014.09.003",""
"0003-2670","green","10.1016/j.aca.2014.07.039",""
"0003-2670","green","10.1016/j.aca.2014.08.010",""
"0003-2670","green","10.1016/s0003-2670(14)01209-4",""
"0003-2670","green","10.1016/j.aca.2014.08.023",""
"0003-2670","green","10.1016/j.aca.2014.08.029",""
"0003-2670","green","10.1016/j.aca.2014.08.005",""
"0003-2670","green","10.1016/j.aca.2014.08.032",""
"0003-2670","green","10.1016/j.aca.2014.06.031",""
"0003-2670","green","10.1016/s0003-2670(14)01126-x",""
"0003-2670","green","10.1016/j.aca.2014.08.019",""
"0003-2670","green","10.1016/j.aca.2014.08.007",""
"0003-2670","green","10.1016/j.aca.2014.08.041",""
"0003-2670","green","10.1016/j.aca.2014.08.045",""
"0003-2670","green","10.1016/j.aca.2014.07.035",""
"0003-2670","green","10.1016/j.aca.2014.07.016",""
"0003-2670","green","10.1016/j.aca.2014.08.013",""
"0003-2670","green","10.1016/j.aca.2014.05.030",""
"0003-2670","green","10.1016/j.aca.2014.08.031",""
"0003-2670","green","10.1016/j.aca.2014.08.047",""
"0003-2670","green","10.1016/j.aca.2014.08.012",""
"0003-2670","green","10.1016/j.aca.2014.08.017",""
"0003-2670","green","10.1016/j.aca.2014.08.021",""
"0003-2670","green","10.1016/j.aca.2014.08.026",""
"0003-2670","green","10.1016/j.aca.2014.09.017",""
"0003-2670","green","10.1016/j.aca.2014.09.013",""
"0003-2670","green","10.1016/j.aca.2014.09.005",""
"0003-2670","green","10.1016/j.aca.2014.06.043",""
"0003-2670","green","10.1016/j.aca.2014.07.001",""
"0003-2670","green","10.1016/s0003-2670(14)01228-8",""
"0003-2670","green","10.1016/s0003-2670(14)01381-6",""
"0003-2670","green","10.1016/j.aca.2014.10.038",""
"0003-2670","green","10.1016/j.aca.2014.10.051",""
"0003-2670","green","10.1016/j.aca.2014.08.009",""
"0003-2670","green","10.1016/j.aca.2014.08.015",""
"0003-2670","green","10.1016/j.aca.2014.08.011",""
"0003-2670","green","10.1016/j.aca.2014.08.014",""
"0003-2670","green","10.1016/j.aca.2014.08.020",""
"0003-2670","green","10.1016/j.aca.2014.08.027",""
"0003-2670","green","10.1016/j.aca.2014.08.028",""
"0003-2670","green","10.1016/j.aca.2014.08.053",""
"0003-2670","green","10.1016/s0003-2670(14)01180-5",""
"0003-2670","green","10.1016/j.aca.2014.06.029",""
"0003-2670","green","10.1016/j.aca.2014.10.056",""
"0003-2670","green","10.1016/j.aca.2014.10.053",""
"0003-2670","green","10.1016/j.aca.2014.11.001",""
"0003-2670","green","10.1016/j.aca.2014.11.007",""
"0003-2670","green","10.1016/j.aca.2014.11.008",""
"0003-2670","green","10.1016/j.aca.2014.11.010",""
"0003-2670","green","10.1016/j.aca.2014.11.013",""
"0003-2670","green","10.1016/j.aca.2014.11.012",""
"0003-2670","green","10.1016/j.aca.2014.11.005",""
"0003-2670","green","10.1016/j.aca.2014.11.016",""
"0003-2670","green","10.1016/j.aca.2014.11.015",""
"0003-2670","green","10.1016/j.aca.2014.11.018",""
"0003-2670","green","10.1016/j.aca.2014.11.017",""
"0003-2670","green","10.1016/j.aca.2014.11.020",""
"0003-2670","green","10.1016/j.aca.2014.11.022",""
"0003-2670","green","10.1016/j.aca.2014.11.023",""
"0003-2670","green","10.1016/j.aca.2014.11.030",""
"0003-2670","green","10.1016/j.aca.2014.11.031",""
"0003-2670","green","10.1016/j.aca.2014.11.033",""
"0003-2670","green","10.1016/j.aca.2014.11.034",""
"0003-2670","green","10.1016/j.aca.2014.11.035",""
"0003-2670","green","10.1016/j.aca.2014.11.036",""
"0003-2670","green","10.1016/j.aca.2014.11.037",""
"0003-2670","green","10.1016/j.aca.2014.11.029",""
"0003-2670","green","10.1016/j.aca.2014.12.005",""
"0003-2670","green","10.1016/j.aca.2014.12.008",""
"0003-2670","green","10.1016/j.aca.2014.12.010",""
"0003-2670","green","10.1016/j.aca.2014.12.013",""
"0003-2670","green","10.1016/j.aca.2014.12.017",""
"0003-2670","green","10.1016/s0003-2670(14)01463-9",""
"0003-2670","green","10.1016/s0003-2670(14)01444-5",""
"0003-2670","green","10.1016/j.aca.2014.11.019",""
"0003-2670","green","10.1016/j.aca.2014.10.058",""
"0003-2670","green","10.1016/j.aca.2015.12.024",""
"0003-2670","green","10.1016/s0003-2670(15)01177-0",""
"0003-2670","green","10.1016/j.aca.2015.08.047",""
"0003-2670","green","10.1016/j.aca.2015.09.012",""
"0003-2670","green","10.1016/j.aca.2015.08.040",""
"0003-2670","green","10.1016/j.aca.2015.08.028",""
"0003-2670","green","10.1016/j.aca.2015.07.013",""
"0003-2670","green","10.1016/j.aca.2015.05.055",""
"0003-2670","green","10.1016/j.aca.2015.08.022",""
"0003-2670","green","10.1016/j.aca.2015.08.007",""
"0003-2670","green","10.1016/j.aca.2015.08.019",""
"0003-2670","green","10.1016/j.aca.2015.08.020",""
"0003-2670","green","10.1016/j.aca.2015.08.021",""
"0003-2670","green","10.1016/j.aca.2015.08.017",""
"0003-2670","green","10.1016/j.aca.2015.08.018",""
"0003-2670","green","10.1016/j.aca.2015.08.012",""
"0003-2670","green","10.1016/j.aca.2015.08.003",""
"0003-2670","green","10.1016/j.aca.2015.08.015",""
"0003-2670","green","10.1016/j.aca.2015.08.011",""
"0003-2670","green","10.1016/j.aca.2015.08.013",""
"0003-2670","green","10.1016/j.aca.2015.08.004",""
"0003-2670","green","10.1016/j.aca.2015.08.009",""
"0003-2670","green","10.1016/j.aca.2015.08.008",""
"0003-2670","green","10.1016/j.aca.2015.08.010",""
"0003-2670","green","10.1016/j.aca.2015.08.006",""
"0003-2670","green","10.1016/j.aca.2015.08.029",""
"0003-2670","green","10.1016/j.aca.2015.08.026",""
"0003-2670","green","10.1016/j.aca.2015.08.023",""
"0003-2670","green","10.1016/j.aca.2015.08.031",""
"0003-2670","green","10.1016/j.aca.2015.08.035",""
"0003-2670","green","10.1016/j.aca.2015.08.036",""
"0003-2670","green","10.1016/j.aca.2015.08.034",""
"0003-2670","green","10.1016/j.aca.2015.08.037",""
"0003-2670","green","10.1016/j.aca.2015.08.038",""
"0003-2670","green","10.1016/j.aca.2015.08.046",""
"0003-2670","green","10.1016/j.aca.2015.08.050",""
"0003-2670","green","10.1016/s0003-2670(15)01394-x",""
"0003-2670","green","10.1016/j.aca.2015.05.040",""
"0003-2670","green","10.1016/j.aca.2015.09.005",""
"0003-2670","green","10.1016/j.aca.2015.09.013",""
"0003-2670","green","10.1016/j.aca.2015.09.023",""
"0003-2670","green","10.1016/j.aca.2015.09.017",""
"0003-2670","green","10.1016/j.aca.2015.09.028",""
"0003-2670","green","10.1016/j.aca.2013.07.026",""
"0003-2670","green","10.1016/j.aca.2013.07.033",""
"0003-2670","green","10.1016/j.aca.2013.07.030",""
"0003-2670","green","10.1016/j.aca.2013.07.039",""
"0003-2670","green","10.1016/s0003-2670(14)00785-5",""
"0003-2670","green","10.1016/j.aca.2014.06.049",""
"0003-2670","green","10.1016/s0003-2670(14)00628-x",""
"0003-2670","green","10.1016/j.aca.2015.12.016",""
"0003-2670","green","10.1016/j.aca.2015.12.003",""
"0003-2670","green","10.1016/j.aca.2015.11.044",""
"0003-2670","green","10.1016/j.aca.2015.12.011",""
"0003-2670","green","10.1016/j.aca.2015.12.014",""
"0003-2670","green","10.1016/j.aca.2015.12.020",""
"0003-2670","green","10.1016/j.aca.2015.12.010",""
"0003-2670","green","10.1016/j.aca.2015.12.005",""
"0003-2670","green","10.1016/j.aca.2015.12.013",""
"0003-2670","green","10.1016/j.aca.2015.11.036",""
"0003-2670","green","10.1016/j.aca.2015.11.049",""
"0003-2670","green","10.1016/j.aca.2015.12.012",""
"0003-2670","green","10.1016/j.aca.2015.11.048",""
"0003-2670","green","10.1016/j.aca.2015.12.017",""
"0003-2670","green","10.1016/j.aca.2015.10.005",""
"0003-2670","green","10.1016/j.aca.2015.10.041",""
"0003-2670","green","10.1016/j.aca.2015.11.032",""
"0003-2670","green","10.1016/j.aca.2015.11.009",""
"0003-2670","green","10.1016/j.aca.2015.11.035",""
"0003-2670","green","10.1016/j.aca.2015.11.033",""
"0003-2670","green","10.1016/s0003-2670(15)30078-7",""
"0003-2670","green","10.1016/j.aca.2015.12.023",""
"0003-2670","green","10.1016/s0003-2670(15)30095-7",""
"0003-2670","green","10.1016/j.aca.2015.10.011",""
"0003-2670","green","10.1016/j.aca.2015.12.001",""
"0003-2670","green","10.1016/j.aca.2015.11.038",""
"0003-2670","green","10.1016/j.aca.2015.11.041",""
"0003-2670","green","10.1016/j.aca.2015.11.047",""
"0003-2670","green","10.1016/j.aca.2015.11.042",""
"0003-2670","green","10.1016/j.aca.2015.11.037",""
"0003-2670","green","10.1016/j.aca.2015.12.007",""
"0003-2670","green","10.1016/j.aca.2015.11.039",""
"0003-2670","green","10.1016/j.aca.2015.12.021",""
"0003-2670","green","10.1016/j.aca.2015.12.019",""
"0003-2670","green","10.1016/j.aca.2015.12.022",""
"0003-2670","green","10.1016/j.aca.2015.11.051",""
"0003-2670","green","10.1016/j.aca.2015.12.018",""
"0003-2670","green","10.1016/j.aca.2015.11.052",""
"0003-2670","green","10.1016/j.aca.2015.12.037",""
"0003-2670","green","10.1016/j.aca.2015.12.043",""
"0003-2670","green","10.1016/j.aca.2015.12.039",""
"0003-2670","green","10.1016/j.aca.2016.01.011",""
"0003-2670","green","10.1016/j.aca.2015.12.028",""
"0003-2670","green","10.1016/j.aca.2015.12.034",""
"0003-2670","green","10.1016/j.aca.2015.12.033",""
"0003-2670","green","10.1016/j.aca.2016.01.004",""
"0003-2670","green","10.1016/j.aca.2015.12.029",""
"0003-2670","green","10.1016/j.aca.2015.12.047",""
"0003-2670","green","10.1016/j.aca.2015.12.036",""
"0003-2670","green","10.1016/j.aca.2015.12.009",""
"0003-2670","green","10.1016/j.aca.2015.11.050",""
"0003-2670","green","10.1016/j.aca.2015.12.025",""
"0003-2670","green","10.1016/j.aca.2015.12.027",""
"0003-2670","green","10.1016/j.aca.2015.12.032",""
"0003-2670","green","10.1016/j.aca.2015.12.035",""
"0003-2670","green","10.1016/j.aca.2016.01.002",""
"0003-2670","green","10.1016/j.aca.2015.12.041",""
"0003-2670","green","10.1016/j.aca.2015.12.044",""
"0003-2670","green","10.1016/j.aca.2015.12.045",""
"0003-2670","green","10.1016/j.aca.2015.12.026",""
"0003-2670","green","10.1016/j.aca.2015.12.040",""
"0003-2670","green","10.1016/j.aca.2016.01.001",""
"0003-2670","green","10.1016/j.aca.2016.01.012",""
"0003-2670","green","10.1016/j.aca.2015.12.042",""
"0003-2670","green","10.1016/j.aca.2016.01.008",""
"0003-2670","green","10.1016/j.aca.2015.12.030",""
"0003-2670","green","10.1016/j.aca.2016.01.007",""
"0003-2670","green","10.1016/j.aca.2015.12.048",""
"0003-2670","green","10.1016/s0003-2670(16)30044-7",""
"0003-2670","green","10.1016/j.aca.2015.11.040",""
"0003-2670","green","10.1016/j.aca.2015.11.043",""
"0003-2670","green","10.1016/j.aca.2015.12.004",""
"0003-2670","green","10.1016/j.aca.2015.12.008",""
"0003-2670","green","10.1016/j.aca.2015.11.046",""
"0003-2670","green","10.1016/j.aca.2015.12.015",""
"0003-2670","green","10.1016/j.aca.2015.12.006",""
"0003-2670","green","10.1016/j.aca.2015.11.045",""
"0003-2670","green","10.1016/j.aca.2015.12.038",""
"0003-2670","green","10.1016/j.aca.2015.12.031",""
"0003-2670","green","10.1016/j.aca.2016.01.003",""
"0003-2670","green","10.1016/j.aca.2016.01.009",""
"0003-2670","green","10.1016/j.aca.2016.01.010",""
"0003-2670","green","10.1016/j.aca.2016.01.015",""
"0003-2670","green","10.1016/j.aca.2016.01.019",""
"0003-2670","green","10.1016/j.aca.2016.01.006",""
"0003-2670","green","10.1016/j.aca.2015.12.046",""
"0003-2670","green","10.1016/j.aca.2016.01.005",""
"0003-2670","green","10.1016/j.aca.2016.01.013",""
"0003-2670","green","10.1016/j.aca.2013.11.046",""
"0003-2670","green","10.1016/j.aca.2016.01.020",""
"0003-2670","green","10.1016/j.aca.2015.12.049",""
"0003-2670","green","10.1016/j.aca.2016.01.017",""
"0003-2670","green","10.1016/j.aca.2016.01.016",""
"0003-2670","green","10.1016/s0003-2670(14)00121-4",""
"0003-2670","green","10.1016/j.aca.2014.01.048",""
"0003-2670","green","10.1016/s0003-2670(14)00084-1",""
"0003-2670","green","10.1016/j.aca.2016.01.014",""
"0003-2670","green","10.1016/j.aca.2014.01.060",""
"0003-2670","green","10.1016/j.aca.2014.01.058",""
"0003-2670","green","10.1016/s0003-2670(13)01556-0",""
"0003-2670","green","10.1016/s0003-2670(14)00017-8",""
"0003-2670","green","10.1016/s0003-2670(14)00056-7",""
"0003-2670","green","10.1016/j.aca.2014.01.059",""
"0003-2670","green","10.1016/j.aca.2014.01.057",""
"0003-2670","green","10.1016/s0003-2670(14)00178-0",""
"0003-2670","green","10.1016/s0003-2670(13)01500-6",""
"0003-2670","green","10.1016/s0003-2670(14)00235-9",""
"0003-2670","green","10.1016/s0003-2670(14)00207-4",""
"0003-2697","green","10.1016/j.ab.2015.08.020",""
"0003-2697","green","10.1016/j.ab.2015.08.003",""
"0003-2697","green","10.1016/j.ab.2015.08.010",""
"0003-2697","green","10.1016/j.ab.2015.08.001",""
"0003-2697","green","10.1016/j.ab.2015.08.012",""
"0003-2697","green","10.1016/j.ab.2015.08.018",""
"0003-2697","green","10.1016/j.ab.2015.08.021",""
"0003-2697","green","10.1016/j.ab.2015.08.017",""
"0003-2697","green","10.1016/j.ab.2015.08.024",""
"0003-2697","green","10.1016/s0003-2697(15)00471-6",""
"0003-2697","green","10.1016/s0003-2697(15)00452-2",""
"0003-2697","green","10.1016/j.ab.2015.07.004",""
"0003-2697","green","10.1016/j.ab.2015.07.003",""
"0003-2697","green","10.1016/j.ab.2015.07.009",""
"0003-2697","green","10.1016/j.ab.2015.07.008",""
"0003-2697","green","10.1016/s0003-2697(15)00402-9",""
"0003-2697","green","10.1016/j.ab.2015.03.031",""
"0003-2697","green","10.1016/j.ab.2015.06.033",""
"0003-2697","green","10.1016/j.ab.2015.06.036",""
"0003-2697","green","10.1016/j.ab.2015.07.002",""
"0003-2697","green","10.1016/j.ab.2015.06.029",""
"0003-2697","green","10.1016/j.ab.2015.06.031",""
"0003-2697","green","10.1016/j.ab.2015.06.030",""
"0003-2697","green","10.1016/j.ab.2015.06.032",""
"0003-2697","green","10.1016/j.ab.2015.06.034",""
"0003-2697","green","10.1016/j.ab.2015.06.013",""
"0003-2697","green","10.1016/j.ab.2015.06.035",""
"0003-2697","green","10.1016/j.ab.2015.06.037",""
"0003-2697","green","10.1016/j.ab.2015.07.001",""
"0003-2697","green","10.1016/j.ab.2015.06.027",""
"0003-2697","green","10.1016/j.ab.2015.06.026",""
"0003-2697","green","10.1016/j.ab.2015.06.025",""
"0003-2697","green","10.1016/j.ab.2015.06.022",""
"0003-2697","green","10.1016/j.ab.2015.06.017",""
"0003-2697","green","10.1016/j.ab.2015.06.024",""
"0003-2697","green","10.1016/j.ab.2015.03.002",""
"0003-2697","green","10.1016/j.ab.2015.02.016",""
"0003-2697","green","10.1016/j.ab.2015.04.009",""
"0003-2697","green","10.1016/j.ab.2015.04.017",""
"0003-2697","green","10.1016/s0003-2697(15)00372-3",""
"0003-2697","green","10.1016/j.ab.2013.12.030",""
"0003-2697","green","10.1016/j.ab.2013.12.028",""
"0003-2697","green","10.1016/j.ab.2013.12.031",""
"0003-2697","green","10.1016/j.ab.2013.12.034",""
"0003-2697","green","10.1016/j.ab.2013.12.027",""
"0003-2697","green","10.1016/j.ab.2013.12.029",""
"0003-2697","green","10.1016/j.ab.2013.12.033",""
"0003-2697","green","10.1016/j.ab.2013.12.032",""
"0003-2697","green","10.1016/j.ab.2013.12.025",""
"0003-2697","green","10.1016/j.ab.2013.12.026",""
"0003-2697","green","10.1016/j.ab.2013.12.023",""
"0003-2697","green","10.1016/j.ab.2013.12.022",""
"0003-2697","green","10.1016/j.ab.2013.12.024",""
"0003-2697","green","10.1016/j.ab.2013.11.012",""
"0003-2697","green","10.1016/j.ab.2013.11.015",""
"0003-2697","green","10.1016/j.ab.2013.11.022",""
"0003-2697","green","10.1016/j.ab.2013.11.018",""
"0003-2697","green","10.1016/j.ab.2013.11.021",""
"0003-2697","green","10.1016/j.ab.2013.12.004",""
"0003-2697","green","10.1016/j.ab.2013.12.006",""
"0003-2697","green","10.1016/j.ab.2013.12.005",""
"0003-2697","green","10.1016/j.ab.2013.12.002",""
"0003-2697","green","10.1016/j.ab.2013.12.007",""
"0003-2697","green","10.1016/j.ab.2014.01.011",""
"0003-2697","green","10.1016/j.ab.2014.01.012",""
"0003-2697","green","10.1016/j.ab.2014.01.009",""
"0003-2697","green","10.1016/j.ab.2014.02.002",""
"0003-2697","green","10.1016/j.ab.2014.02.003",""
"0003-2697","green","10.1016/j.ab.2014.01.019",""
"0003-2697","green","10.1016/j.ab.2014.01.017",""
"0003-2697","green","10.1016/j.ab.2014.01.014",""
"0003-2697","green","10.1016/j.ab.2014.01.013",""
"0003-2697","green","10.1016/j.ab.2014.01.016",""
"0003-2697","green","10.1016/j.ab.2013.12.021",""
"0003-2697","green","10.1016/j.ab.2013.12.019",""
"0003-2697","green","10.1016/j.ab.2013.12.011",""
"0003-2697","green","10.1016/j.ab.2013.12.018",""
"0003-2697","green","10.1016/j.ab.2013.12.016",""
"0003-2697","green","10.1016/j.ab.2013.12.013",""
"0003-2697","green","10.1016/j.ab.2013.12.020",""
"0003-2697","green","10.1016/j.ab.2013.12.012",""
"0003-2697","green","10.1016/j.ab.2013.12.014",""
"0003-2697","green","10.1016/j.ab.2013.12.015",""
"0003-2697","green","10.1016/j.ab.2013.12.017",""
"0003-2697","green","10.1016/j.ab.2013.12.010",""
"0003-2697","green","10.1016/j.ab.2013.11.009",""
"0003-2697","green","10.1016/j.ab.2013.11.014",""
"0003-2697","green","10.1016/j.ab.2013.11.013",""
"0003-2697","green","10.1016/j.ab.2013.11.025",""
"0003-2697","green","10.1016/j.ab.2013.11.024",""
"0003-2697","green","10.1016/j.ab.2013.10.034",""
"0003-2697","green","10.1016/j.ab.2013.10.036",""
"0003-2697","green","10.1016/j.ab.2013.10.035",""
